timestamp,value,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:48,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:49,21.5,,,,,,,,,,,
2020-02-02 0:50,21.5,,,,,,,,,,,
