timestamp,value
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:48,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,309
2020-02-02 0:49,332
2020-02-02 0:49,332
2020-02-02 0:49,332
2020-02-02 0:49,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:50,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:51,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:52,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:53,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:54,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:55,332
2020-02-02 0:56,332
2020-02-02 0:56,332
2020-02-02 0:56,332
2020-02-02 0:56,332
2020-02-02 0:56,332
